userName, nameOfTest, eventID, bounds, type, allRight, allWrong, typeRightBoundsWrong, boundsRightTypeWrong, NoAttempt, shown
aqua 2,gait-red,20,0,0,0,1,0,0,0,Data
aqua 2,gait-red,21,0,0,0,1,0,0,0,Data
aqua 2,gait-red,22,0,0,0,1,0,0,0,Data
aqua 2,gait-red,23,0,0,0,1,0,0,0,Data
aqua 2,gait-red,24,0,0,0,1,0,0,0,Data
aqua 2,gait-red,25,0,0,0,1,0,0,0,Data
aqua 2,gait-red,26,0,0,0,1,0,0,0,Data
aqua 2,gait-red,27,0,0,0,1,0,0,0,Data
aqua 2,gait-red,28,0,0,0,1,0,0,0,Data
aqua 2,gait-red,29,0,0,0,1,0,0,0,Data
aqua 2,gait-red,30,0,0,0,1,0,0,0,Data
Grey2,gait-red,31,0,0,0,1,0,0,0,Data
Grey2,gait-red,32,0,0,0,1,0,0,0,Data
Grey2,gait-red,33,0,0,0,1,0,0,0,Data
Grey2,gait-red,34,0,0,0,1,0,0,0,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
olive5,gait-red,-1,0,0,0,0,0,0,1,Data
aqua5,gait-red,2,0,0,0,1,0,0,0,Video
aqua5,gait-red,3,0,0,0,1,0,0,0,Video
aqua5,gait-red,1,0,0,0,1,0,0,0,Video
aqua5,gait-red,4,0,0,0,1,0,0,0,Video
aqua5,gait-red,5,0,0,0,1,0,0,0,Video
aqua5,gait-red,6,0,0,0,1,0,0,0,Video
aqua5,gait-red,7,0,0,0,1,0,0,0,Video
aqua5,gait-red,8,0,0,0,1,0,0,0,Video
aqua5,gait-red,9,0,0,0,1,0,0,0,Video
aqua5,gait-red,10,0,0,0,1,0,0,0,Video
aqua5,gait-red,11,0,0,0,1,0,0,0,Video
aqua5,gait-red,12,0,0,0,1,0,0,0,Video
aqua5,gait-red,13,0,0,0,1,0,0,0,Video
aqua5,gait-red,14,0,0,0,1,0,0,0,Video
aqua5,gait-red,15,0,0,0,1,0,0,0,Video
aqua5,gait-red,16,0,0,0,1,0,0,0,Video
aqua5,gait-red,17,0,0,0,1,0,0,0,Video
aqua5,gait-red,18,0,0,0,1,0,0,0,Video
aqua5,gait-red,19,0,0,0,1,0,0,0,Video
aqua5,gait-red,20,0,0,0,1,0,0,0,Video
aqua5,gait-red,21,0,0,0,1,0,0,0,Video
aqua5,gait-red,22,0,0,0,1,0,0,0,Video
blue3,gait-red,23,0,0,0,1,0,0,0,Video
blue3,gait-red,24,0,0,0,1,0,0,0,Video
blue3,gait-red,25,0,0,0,1,0,0,0,Video
blue3,gait-red,26,0,0,0,1,0,0,0,Video
blue3,gait-red,27,0,0,0,1,0,0,0,Video
blue3,gait-red,28,0,0,0,1,0,0,0,Video
blue3,gait-red,29,0,0,0,1,0,0,0,Video
blue3,gait-red,30,0,0,0,1,0,0,0,Video
blue3,gait-red,31,0,0,0,1,0,0,0,Video
blue3,gait-red,32,0,0,0,1,0,0,0,Video
blue3,gait-red,33,0,0,0,1,0,0,0,Video
blue3,gait-red,34,0,0,0,1,0,0,0,Video
973536746,gait-red,1,0,0,0,1,0,0,0,Data
973536746,gait-red,2,0,0,0,1,0,0,0,Data
973536746,gait-red,3,0,0,0,1,0,0,0,Data
973536746,gait-red,4,0,0,0,1,0,0,0,Data
973536746,gait-red,5,0,0,0,1,0,0,0,Data
973536746,gait-red,6,0,0,0,1,0,0,0,Data
973536746,gait-red,7,0,0,0,1,0,0,0,Data
973536746,gait-red,8,0,0,0,1,0,0,0,Data
973536746,gait-red,9,0,0,0,1,0,0,0,Data
973536746,gait-red,10,0,0,0,1,0,0,0,Data
973536746,gait-red,11,0,0,0,1,0,0,0,Data
973536746,gait-red,12,0,0,0,1,0,0,0,Data
973536746,gait-red,13,0,0,0,1,0,0,0,Data
973536746,gait-red,14,0,0,0,1,0,0,0,Data
973536746,gait-red,15,0,0,0,1,0,0,0,Data
973536746,gait-red,16,0,0,0,1,0,0,0,Data
green3,gait-red,17,0,0,0,1,0,0,0,Data
green3,gait-red,18,0,0,0,1,0,0,0,Data
green3,gait-red,19,0,0,0,1,0,0,0,Data
green3,gait-red,20,0,0,0,1,0,0,0,Data
green3,gait-red,21,0,0,0,1,0,0,0,Data
green3,gait-red,22,0,0,0,1,0,0,0,Data
green3,gait-red,23,0,0,0,1,0,0,0,Data
green3,gait-red,24,0,0,0,1,0,0,0,Data
green3,gait-red,25,0,0,0,1,0,0,0,Data
green3,gait-red,26,0,0,0,1,0,0,0,Data
green3,gait-red,27,0,0,0,1,0,0,0,Data
green3,gait-red,28,0,0,0,1,0,0,0,Data
green3,gait-red,29,0,0,0,1,0,0,0,Data
green3,gait-red,30,0,0,0,1,0,0,0,Data
green3,gait-red,31,0,0,0,1,0,0,0,Data
green3,gait-red,32,0,0,0,1,0,0,0,Data
green3,gait-red,33,0,0,0,1,0,0,0,Data
green3,gait-red,34,0,0,0,1,0,0,0,Data
aqua3,gait-red,1,0,0,0,1,0,0,0,Video
aqua3,gait-red,2,0,0,0,1,0,0,0,Video
aqua3,gait-red,3,0,0,0,1,0,0,0,Video
aqua3,gait-red,4,0,0,0,1,0,0,0,Video
aqua3,gait-red,5,0,0,0,1,0,0,0,Video
aqua3,gait-red,6,0,0,0,1,0,0,0,Video
aqua3,gait-red,7,0,0,0,1,0,0,0,Video
aqua3,gait-red,8,0,0,0,1,0,0,0,Video
aqua3,gait-red,9,0,0,0,1,0,0,0,Video
aqua3,gait-red,10,0,0,0,1,0,0,0,Video
aqua3,gait-red,11,0,0,0,1,0,0,0,Video
aqua3,gait-red,12,0,0,0,1,0,0,0,Video
aqua3,gait-red,13,0,0,0,1,0,0,0,Video
aqua3,gait-red,14,0,0,0,1,0,0,0,Video
aqua3,gait-red,15,0,0,0,1,0,0,0,Video
aqua3,gait-red,16,0,0,0,1,0,0,0,Video
aqua3,gait-red,17,0,0,0,1,0,0,0,Video
aqua3,gait-red,18,0,0,0,1,0,0,0,Video
aqua3,gait-red,19,0,0,0,1,0,0,0,Video
aqua3,gait-red,20,0,0,0,1,0,0,0,Video
aqua3,gait-red,21,0,0,0,1,0,0,0,Video
aqua3,gait-red,22,0,0,0,1,0,0,0,Video
aqua3,gait-red,23,0,0,0,1,0,0,0,Video
aqua3,gait-red,24,0,0,0,1,0,0,0,Video
aqua3,gait-red,25,0,0,0,1,0,0,0,Video
aqua3,gait-red,26,0,0,0,1,0,0,0,Video
aqua3,gait-red,27,0,0,0,1,0,0,0,Video
aqua3,gait-red,28,0,0,0,1,0,0,0,Video
aqua3,gait-red,29,0,0,0,1,0,0,0,Video
aqua3,gait-red,30,0,0,0,1,0,0,0,Video
aqua3,gait-red,31,0,0,0,1,0,0,0,Video
aqua3,gait-red,32,0,0,0,1,0,0,0,Video
aqua3,gait-red,33,0,0,0,1,0,0,0,Video
aqua3,gait-red,34,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,1,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,2,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,3,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,4,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,5,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,6,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,7,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,8,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,9,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,10,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,11,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,12,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,13,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,14,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,15,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,16,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,17,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,18,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,19,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,20,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,21,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,22,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,23,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,24,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,25,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,26,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,27,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,28,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,29,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,30,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,31,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,32,0,0,0,1,0,0,0,Video
aqua 2,gait-yellow,33,0,0,0,1,0,0,0,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
olive5,gait-yellow,-1,0,0,0,0,0,0,1,Video
aqua5,gait-yellow,1,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,2,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,3,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,4,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,5,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,6,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,7,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,8,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,9,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,10,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,11,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,12,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,13,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,14,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,15,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,16,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,17,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,18,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,19,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,20,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,21,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,22,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,23,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,24,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,25,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,26,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,27,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,28,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,29,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,30,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,31,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,32,0,0,0,1,0,0,0,Data
aqua5,gait-yellow,33,0,0,0,1,0,0,0,Data
973536746,gait-yellow,1,0,0,0,1,0,0,0,Video
973536746,gait-yellow,2,0,0,0,1,0,0,0,Video
973536746,gait-yellow,3,0,0,0,1,0,0,0,Video
973536746,gait-yellow,4,0,0,0,1,0,0,0,Video
973536746,gait-yellow,5,0,0,0,1,0,0,0,Video
973536746,gait-yellow,6,0,0,0,1,0,0,0,Video
973536746,gait-yellow,7,0,0,0,1,0,0,0,Video
973536746,gait-yellow,8,0,0,0,1,0,0,0,Video
973536746,gait-yellow,9,0,0,0,1,0,0,0,Video
973536746,gait-yellow,10,0,0,0,1,0,0,0,Video
973536746,gait-yellow,11,0,0,0,1,0,0,0,Video
973536746,gait-yellow,12,0,0,0,1,0,0,0,Video
973536746,gait-yellow,13,0,0,0,1,0,0,0,Video
973536746,gait-yellow,14,0,0,0,1,0,0,0,Video
973536746,gait-yellow,15,0,0,0,1,0,0,0,Video
973536746,gait-yellow,16,0,0,0,1,0,0,0,Video
973536746,gait-yellow,17,0,0,0,1,0,0,0,Video
973536746,gait-yellow,18,0,0,0,1,0,0,0,Video
973536746,gait-yellow,19,0,0,0,1,0,0,0,Video
973536746,gait-yellow,20,0,0,0,1,0,0,0,Video
973536746,gait-yellow,21,0,0,0,1,0,0,0,Video
973536746,gait-yellow,22,0,0,0,1,0,0,0,Video
973536746,gait-yellow,23,0,0,0,1,0,0,0,Video
973536746,gait-yellow,24,0,0,0,1,0,0,0,Video
973536746,gait-yellow,25,0,0,0,1,0,0,0,Video
973536746,gait-yellow,26,0,0,0,1,0,0,0,Video
973536746,gait-yellow,27,0,0,0,1,0,0,0,Video
973536746,gait-yellow,28,0,0,0,1,0,0,0,Video
973536746,gait-yellow,29,0,0,0,1,0,0,0,Video
973536746,gait-yellow,30,0,0,0,1,0,0,0,Video
973536746,gait-yellow,31,0,0,0,1,0,0,0,Video
973536746,gait-yellow,32,0,0,0,1,0,0,0,Video
973536746,gait-yellow,33,0,0,0,1,0,0,0,Video
aqua3,gait-yellow,24,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,25,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,23,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,3,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,4,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,5,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,6,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,7,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,8,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,9,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,10,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,11,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,12,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,13,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,14,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,15,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,16,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,17,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,18,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,19,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,20,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,21,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,22,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,26,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,27,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,28,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,29,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,30,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,31,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,32,0,0,0,1,0,0,0,Data
aqua3,gait-yellow,33,0,0,0,1,0,0,0,Data
blue 1,gait-yellow,1,0,0,0,1,0,0,0,Data
blue 1,gait-yellow,2,0,0,0,1,0,0,0,Data
